zeichnung;ventiltype;innenrate;aussenrate;beipruefdruck;innenzeit;aussenzeit;bemerkungen;modifiedBy
A103175;DIA54/94CD;0,575;0,503;5;_;_;_;
103424;DIA22/1–46CD;0,062;0,134;5;_;_;HOEFRA 02.2547;
110306;DIA46/2–81CD;0,32;0,306;5;_;_;_;
110307;DIA19/1-38C;0,056;0,099;5;_;_;_;
110582;DIA46/2–81CD;0,32;0,433;5;_;_;_;
112607;30R1/58C;0,13;0,171;5;_;_;HKS 02.1926;
112608;42R2/78CD;0,292;0,357;5;_;_;_;
112611;DIA13/1-DIA71/2;0,03;0,514;5;_;_;_;
112664;42R2/70CD;0,292;0,35;5;_;_;HOEFRA 02.1540;
112708;150CE/79R1;0,975;1,17;5;_;_;HKS 02.1589;
113335;DIA30/1-55C;0,137;0,138;5;_;_;_;
113955;40CD/66C;0,202;0,193;5;_;_;HOEFRA 02.1571;
114785;DIA23,5/1–46C;0,067;0,134;5;_;_;HOEFRA 02.7287;
115660;52RX/86CD;0,382;0,487;5;_;_;52 R2/86 CD 051989;
115904;DIA131/1-DIA101/2;0,839;0,717;5;_;_;Lt. Hr. Fügl nur Innenseite prüfen;
115916;150CE/79R1;0,975;1,17;5;_;_;150 CE/98 R4 128360;
115917;150CE/98R4;1,462;1,17;5;_;_;_;
116881;DIA30/1-55C;0,12;0,162;5;_;_;HOEFRA 02.1978;
116883;DIA19/1-38C;0,052;0,108;5;_;_;HOEFRA 02.1832;
117240;79RS–120CD/II;0,889;0,67;5;_;_;HOEFRA 02.1938;
118017;24R1/46C;_;_;100/70;1,04;0,75;HOEFRA 02.2848;
118018;16R/36C;0,105;0,043;5;_;_;_;
118185;DIA54/3X–82CD;0,568;0,453;5;_;_;Innen.Prüfung mögl./ Außen 60RX/87CD: 125953;
118488;DIA162/98R1;1,323;1,736;5;_;_;HKS 02.3789;
119104;30R1/58C;0,13;0,171;5;_;_;HOEFRA 02.2238;
119188;DIA54/2X–85CD;0,383;0,466;5;_;_;_;
119191;105R4X/165CE;1,785;1,365;5;_;_;105 R1/164 CE 087627;
119216;60R2/94CD;0,65;0,515;5;_;_;60 R2/86 CD 088080;
119340;DIA82–DIA82;0,419;0,419;5;_;_;HKS 02.3805;
119563;207CE/134R1;2,38;1,615;5;_;_;HKS 02.2886 Nur Innenseite;
121321;DIA58/2-DIA91/1;0,52;0,515;5;_;_;60 R2/94 CD 529284;
121322;DIA30–DIA55;0,142;0,162;5;_;_;HOEFRA 02.2750;
121347;37R1/62C;0,181;0,186;5;_;_;37R/62C 456910 + 37R1/62C 416912;
121534;42R/70CD;0,341;0,351;5;_;_;HOEFRA 02.1889;
121561;60RX/104CD;0,647;0,585;5;_;_;_;
123484;207CE/134R1;2,38;1,615;5;_;_;HKS 02.2886 Nur Innenseite;
123779;150CE/98R4;1,462;1,17;5;_;_;Prüfflansch 150 CE/98 R4 128360;
124078;88R4/146CD;1,3;0,84;5;_;_;88R4/146CD: I.Ring: 124079 / A. Ring 124078;
124079;88R4/146CD;1,3;0,84;5;_;_;88R4/146CD: I.Ring: 124079 / A. Ring 124078;
124592;16R/36C;0,105;0,043;5;_;_;_;
125945;135CI/79RX;0,975;0,333;5;_;_;HKS 02.4536;
125953;60RX/87CD;0,65;0,495;5;_;_;_;
126165;70R1/130CE;0,837;1,381;5;_;_;HKS 63.006, 02.2221;
126184;60R2/108CD;0,647;0,611;5;_;_;HKS 02.2079;
126589;DIA58/2-DIA91/1;0,52;0,515;5;_;_;_;
126661;DIA19/1-38C;0,056;0,099;5;_;_;19/1-38C 110307;
126772;DIA46/2–70C;0,32;0,208;5;_;_;_;
126772;DIA48/2–70C;0,32;0,208;5;_;_;_;
126790;88RX/132CD;1,209;0,74;5;_;_;HVW + HOEFRA 02.19000;
126796;70R/120CD;0,67;0,836;5;_;_;Innenpr. möglich;
126926;157CI-117/2;0,366;1,154;5;_;_;Behelfsmäßige Prüfung möglich;
127086;DIA117-DIA89/1;_;_;5;_;_;Kein Spaltquerschnitt angegeben;
127993;DIA54/3X–82CD;0,568;0,453;5;_;_;_;
128272;207CE/134R1;2,38;1,615;5;_;_;HKS 02.2886 Nur Innenseite;
128360;150CE/98R4;1,462;1,17;5;_;_;_;
129255;DIA162/98R1;1,323;1,736;5;_;_;HKS 02.3281;
129268;DIA162/98R1;1,323;1,736;5;_;_;HKS 02.3281;
129652;DIA82–DIA82;0,446;0,446;5;_;_;_;
129655;DIA131/2-88CGD;1,267;0,726;5;_;_;Nur Innenprüfung möglich;
129999;207CE/134R1;2,38;1,615;5;_;_;HKS 02.2886 Nur Innenseite;
130169;DIA82–DIA82;0,419;0,419;5;_;_;HKS 02.3805;
130553;DIA46/2–81CD;0,32;0,43;5;_;_;_;
130593;DIA72/4–118CD;1,04;0,67;5;_;_;_;
130600;DIA86/4-DIA142/2;0,302;1,194;5;_;_;HOEFRA 02.4243;
130611;39/2–74CD;0,278;0,39;5;_;_;_;
130791;120CI/75CD;0,403;0,293;5;_;_;_;
130949;DIA82/3-123CD;0,891;0,682;5;_;_;DIA82/3-123CD 149429;
131134;98/3-153CD;1,351;0,865;5;_;_;_;
131177;37R1/62C;0,18;0,189;5;_;_;37R1/62C 416912, 456910;
131191;DIA54/3–93CD;0,571;0,5;5;_;_;DIA 54/3 – 93 CD 416910;
131422;101CHY/154CE;1,96;1,68;5;_;_;101CHY/154CE 416908 + 98/3-153CD 131134;stu
132478;60R2/94CD;0,649;0,515;5;_;_;HOEFRA 02.1544 132478;
133026;60RX/87CD;0,65;0,495;5;_;_;60 RX/87 CD SV 63.0110 125953;
133913;207CE/134R;2,38;1,615;5;_;_;HKS 02.28860;
134665;41CI/29C10;0,078;0,078;5;_;_;HKS 41 CI/29 CD 02.4917;
134762;DIA162/105R1;1,789;1,736;5;_;_;HKS 02.6184 02.3789 02.6185 02.3281;
135464;DIA82–DIA82;0,42;0,42;5;_;_;HKS 02.5706;
135485;DIA82–DIA82;0,416;0,416;5;_;_;HKS 02.5705 und 82/1-82/1 149313;
135486;DIA56/DIA56;0,162;0,125;5;_;_;Innen. Prüfung mög. HKS 02.4432;
136349;DIA54/3–93CD;0,571;0,501;5;_;_;HOEFRA 63.0194;
136384;DIA46/2–75CD;0,275;0,412;5;_;_;_;
136821;80CGY/128CE;1,138;1,065;5;_;_;DIA82/3-123CD 149429;
136961;52RLX/78CD;0,353;0,438;5;_;_;Ergänzen mit 52R/85CD: 057188;
137346;DIA56/DIA56;0,158;0,158;5;_;_;Innen. Prüfung mög. HKS 02.4432;
137422;98/3-153CD;1,351;0,865;5;_;_;98/3-153CD: 131134;
137573;DIA64/3–DIA103/1;0,595;0,571;5;_;_;_;
139573;DIA96/DIA142;_;_;5;_;_;HOEFRA 02.6492, ohne Spaltquerschn. angegeben;
139579;DIA144/1-87CFD;0,945;0,723;5;_;_;HKS 02.37270 02.43010;
139744;41CI/29CD(O);0,078;0,079;5;_;_;41 CI/29 CD 418804;
139856;DIA105/5-DIA164/2;1,958;1,769;5;_;_;HOEFRA 02.6823;
139916;DIA98/4-DIA165/2;1,476;1,771;5;_;_;_;
139934;90CI/304SFE;_;_;5;_;_;HKS 02.6833 gesperrt Hr.Schnackenb;
141213;DIA144/1-87CFD;0,945;0,723;5;_;_;HKS 02.37270 02.43010;
141374;501SRE/812SFE;0,725;0,417;5;_;_;27 463;
141487;DIA171/1-DIA131/2;1,204;0,911;5;_;_;_;
141753;DIA78C/DIA12,5/1;0,024;_;5;_;_;Innenpr. möglich;
141939;42RLX/77CD;0,271;0,419;5;_;_;42RLX/77CD 404655;
141940;73FY/129CD;0,988;0,743;5;_;_;_;
142094;DIA46/2–81CD;0,32;0,306;5;_;_;DIA46/2–81CD 110306;
142734;41CI/29C10;0,078;0,078;5;_;_;HKS 41 CI/29 CD 02.4917;
143071;154CD-95/2;0,738;0,725;5;_;_;154CD-95/2 479515 + 143071;
143211;73FY/131SRD;0,988;0,552;5;_;_;73 FY/131 SRD 400143;
143733;37R/62C;0,181;0,339;5;_;_;;
143744;DIA23,5/1–DIA46/1;0,067;0,134;5;_;_;HOEFRA 02.7867;
144136;DIA82–DIA82;0,419;0,419;5;_;_;HKS 02.3805;
144372;DIA56/DIA56;0,158;0,158;5;_;_;Innen. Prüfung mög. HKS 02.4432;
145084;DIA82–DIA82;0,416;0,416;5;_;_;HKS 02.3805;
145155;DIA56/1-DIA56/1;0,159;0,11;5;_;_;Innen. Prüfung mög. HKS 02.4432;
145535;60R/104CD;0,645;0,585;5;_;_;HOEFRA 02.0109;
145723;41CI/29C10;0,078;0,078;5;_;_;HKS 41 CI/29 CD 02.4917;
145903;133CGS-DIA212;1,786;2,606;5;_;_;134 R2/207 CE 523299;
145975;DIA56/DIA56;0,158;0,158;5;_;_;Innen. Prüfung mög. HKS 02.4432;
145981;41CI/29CD(O);0,078;0,078;5;_;_;41 CI/29 CD 418804;
145981;41CI/29C10;0,087;0,086;5;_;_;HKS 41 CI/29 CD 02.4917;
146146;DIA56/DIA56;0,158;0,158;5;_;_;Innen. Prüfung mög. HKS 02.4432;
146151;41CI/29CD(O);0,078;0,078;5;_;_;41 CI/29 CD 418804;
146309;DIA64/3–DIA103/1;0,595;0,571;5;_;_;DIA 64/3 – DIA 103/1 137573;
146310;DIA98/4-DIA165/2;1,476;1,771;5;_;_;_;
146719;DIA82–DIA82;0,416;0,416;5;_;_;HKS 02.5705;
146724;DIA56/DIA56;0,158;0,158;5;_;_;Innen. Prüfung mög. HKS 02.4432;
146980;DIA82–DIA82;0,416;0,416;5;_;_;HKS 02.5705;
147223;DIA36/1-DIA60/1;0,17;0,32;5;_;_;HOEFRA 63.0131;
147275;DIA82–DIA82;0,416;0,416;5;_;_;_;
147303;DIA56/1-DIA56/1;0,159;0,11;5;_;_;Innen. Prüfung mög. HKS 02.4432;
147399;24C/46C;0,067;0,134;5;_;_;HOEFRA 63.0069;
147539;DIA82–DIA82;0,416;0,416;5;_;_;_;
147827;60RX/104CD;0,647;0,585;5;_;_;60 RX/104 CD 121561A;
147832;39/2–74CD;0,325;0,487;5;_;_;_;
147833;DIA26/1–55C;0,09;0,138;5;_;_;_;
147836;DIA17/1-DIA34/1;0,047;0,097;5;_;_;_;
147864;DIA82–DIA82;0,416;0,416;5;_;_;_;
148445;DIA56/1-DIA56/1;0,159;0,11;5;_;_;Innen. Prüfung mög. HKS 02.4432;
148543;40-CDK/66CK;0,201;0,195;5;_;_;HKS 63.0079;
149090;DIA56/1-DIA56/1;0,159;0,11;5;_;_;_;
149101;41CI/29CD(O);0,078;0,079;5;_;_;41 CI/29 CD 418804;
149143;DIA56/1-DIA56/1;0,159;0,11;5;_;_;Innen. Prüfung mög. HKS 02.4432;
149313;DIA82–DIA82;0,416;0,416;5;_;_;HKS 02.3805 02.5705;
149314;60RX/87CD;0,65;0,495;5;_;_;60RX/87CD 149314 + 125953;
149315;DIA54/3X–82CD;0,568;0,453;5;_;_;Innen.Prüfung mög./ Außen 60RX/87CD: 125953;
149429;DIA82/3-123CD;0,891;0,682;5;_;_;_;
149611;DIA82–DIA82;0,416;0,416;5;_;_;HKS 02.3805;
149612;DIA56/1-DIA56/1;0,159;0,11;5;_;_;Innen. Prüfung mög. HKS 02.4432;
149745;DIA42/1-DIA64/1;0,32;0,207;5;_;_;DIA42/1- DIA64/1: 149745+ HKS 02.0132;
149751;DIA70/3-DIA100/1;1,149;0,749;5;_;_;+ HOEFRA 63.0133;
150404;DIA56/1-DIA56/1;0,159;0,11;5;_;_;Lt. Hr. Zins Innen. Prüfung mög.;
150523;28CI/17C;0,065;0,051;5;_;_;_;
150854;37R/62C;0,165;0,339;5;_;_;37 R/62 C 465910 + O-Ring;
151486;DIA54/3–89/1;0,571;0,509;5;_;_;HOEFRA 63.0198;
151524;DIA36/1-DIA60/1;0,17;0,32;5;_;_;HOEFRA 63.0131;
151540;DIA36/1-DIA60/1;0,17;0,32;5;_;_;HOEFRA 63.0199;
152009;DIA58/2-DIA91/1;0,52;0,515;5;_;_;DIA 58/2 - DIA 91/C 126589;
152010;DIA19/1-38C;0,056;0,099;5;_;_;19/1-38C 110307;
152012;37R1/62C;0,18;0,189;5;_;_;37R1/62C 416912, 456910;
152152;17C/34C;_;_;50/30;2,64;1,24;HKS 63.0225 21168;
231169;35CI/35CD;0,146;_;5;_;_;Kein Prüfvorr. Innenpr. mög.;
269280;52R/85CD;0,446;0,463;5;_;_;42 ROK/77 CD 441085;
270504;117R1/164CE;1,999;1,804;5;_;_;117 R1/168 CE 516911;
272036;154R2/227CE;3,27;2,47;5;_;_;_;
272268;105R1/178CE;1,785;1,9;5;_;_;_;
274713;88R4/133CE;1,3;1,43;5;_;_;88R4/133CE 272295;stu
274915;60E/113SRD;0,471;0,377;5;_;_;601SFV/113SRD VE 4212 + 274915 60E/113SRD;
274916;54E/78SRD;0,476;0,208;5;_;_;_;
279497;96CD/60RLX;0,598;0,545;5;_;_;_;
279500;96CD/60RLX;0,598;0,545;5;_;_;96 CD/60 RLX 279500;
311206;108CD/70R2;0,77;0,59;5;_;_;_;
311260;52R/85CD;0,446;0,467;5;_;_;_;
311652;40C/30R;_;_;50/40;1;1;40 C/30 R 034935;
311653;30R/12A;_;_;50/40;1;1;30 R/12 A 034936;
311729;60R1/94CD;0,646;0,52;5;_;_;60R2/94CD 811728;
311760;52RLX/86CD;0,383;0,439;5;_;_;52 R2/86 CD 051989;
311761;42RLX/70CD;0,293;0,208;5;_;_;42 RL/70 CD 313106;
312677;42R2/77CD;0,312;0,418;5;_;_;_;
313106;42RL/70CD;0,293;0,208;5;_;_;_;
316485;42RX/77CD;0,341;0,414;5;_;_;_;
316663;79R2/106CD;_;_;5;_;_;(HCA) 79R2/106CD: 550238;
318538;52R2/78CD;0,445;0,439;5;_;_;52 R2/78 CD 092898;
326891;52R2/78CD;0,445;0,439;5;_;_;52 R2/78 CD 092898;
400143;73FY/131SRD;0,9;0,49;5;_;_;_;
400153;62CF/101SRD;0,78;0,286;5;_;_;_;
400761;47CE/76CD;0,404;0,39;5;_;_;_;
401966;60RX/87CD;0,65;0,495;5;_;_;60 RX/87 CD 125953;
402903;145R1/200CE;3,06;2,22;5;_;_;145R1/200CE 516910;
402935;117R1/168CE;2;1,43;5;_;_;117 R1/168 CE 516911;
402947;88R4/140CE;1,3;1,16;5;_;_;88 R4/140 CE 516970;
403056;60R2/86CD;0,646;0,488;5;_;_;_;
403577;117RX/164E;2;1,8;5;_;_;_;
403582;79RLX/106CD;0,86;0,61;5;_;_;_;
404655;42RLX/77CD;0,271;0,419;5;_;_;_;
404881;73FY/129CD;0,988;0,743;5;_;_;_;
405165;79R2/106CD;0,975;0,606;5;_;_;_;
405225;117RX/902SRE;1,999;1,48;5;_;_;_;
405226;105RX/702SRE;1,78;1,16;5;_;_;_;
405227;60RLX/131SRD;0,601;0,367;5;_;_;_;
405228;42RLX/401SRE;0,268;0,208;5;_;_;_;
405305;60RLX/110SRD;0,598;0,315;5;_;_;_;
405306;37R1/201SRE;0,179;0,201;5;_;_;_;
405463;60R2/401SRE;0,647;0,299;5;_;_;_;
405639;60R2/86CD;0,647;0,487;5;_;_;_;
405723;DIA114/DIA70;0,667;1,22;5;_;_;;
405837;136CD-DIA88/2;0,78;0,75;5;_;_;136CD/79R1: 083729 + 101CHY/154CE: 416908;
406516;129CI/DIA99;0,539;0,327;5;_;_;Ohne Prüfung versendet. Keine Vorrichtung;
406652;37RLX/301SRE;0,187;0,195;5;_;_;_;
406903;50C/48U;0,22;0,268;5;_;_;50 C/48 CDD 421341;
406924;70RLX/501SRE;0,668;0,361;5;_;_;_;
406925;70RLX/501SRE;0,668;0,361;5;_;_;70 RLX/501 SRE 406924;
407036;136CD-DIA88/2;0,78;0,75;5;_;_;136 CD/ 79 R1 083729;
407129;117RX/164E;2;1,8;5;_;_;117 R1/164 CE 403577;
407131;79RLX/106CD;0,86;0,61;5;_;_;79 RLX/106 CD 403582;
408128;DIA92CI/DIA92CI;0,22;0,22;5;_;_;Behelfsmäßige Prüfung möglich;
408129;56CI/56CI;0,126;0,126;5;_;_;_;
409011;82C/70ED;0,633;0,493;5;_;_;82 C/70 ED 424570;
409920;47CE/76CD;0,404;0,39;5;_;_;47 CE/76 CD 400761;
410380;117RX/164E;2;1,8;5;_;_;117 R1/164 CE 403577;
410381;79RLX/106CD;0,86;0,61;5;_;_;79 RLX/106 CD 403582;
411232;30CD/67SRD;0,085;0,15;5;_;_;_;
411246;62EY/103SRD;0,609;0,305;5;_;_;_;
411464;98RX/145E;1,322;1,574;5;_;_;98 RX/145 E 544678;
411512;50C/30R;_;_;30/20;0,72;1,08;Behelfsmäßige Prüfung möglich;
411513;40C/30R;_;_;30/20;1;1,1;Behelfsmäßige Prüfung möglich;
411514;82C/42R2;0,341;0,204;5;_;_;Innenpr. Möglich;
411689;82C/70ED;0,624;0,487;5;_;_;82 C/70 ED 424570;
411769;70ED/120CD;0,626;0,675;5;_;_;70 ED/120 CD 431697;
412116;42RLO/93SRD;0,274;0,204;5;_;_;42 RLO/78 SRD 412130;
412130;42RLO/78SRD;0,273;0,173;5;_;_;ERSETZT DURCH 420275;
412136;73FY/113SRD;_;_;5;_;_;Lt. Angabe auf Zus.;
412183;73FY/140SRE;0,981;0,689;5;_;_;73 FY/142 SRE 419981;
412348;60R2/105CD;0,65;0,585;5;_;_;_;
412881;101HY/179SRE;2,068;1,235;5;_;_;_;
413006;42R2/68CD;0,34;0,37;5;_;_;42 R2/68 CD 540576;
413008;79R1/120CD;0,975;0,57;5;_;_;_;
413377;30R/12A;_;_;50/40;1;1;30 R/12 A 034936;
413442;DIA120/1-DIA93/1;0,465;0,306;5;_;_;_;
413877;60R2/86CD;0,643;0,487;5;_;_;_;
414063;79R2/113CD;0,975;0,613;5;_;_;79R1/113CD 042342;
414064;37R1/62C;0,184;0,188;5;_;_;_;
414065;17C/34C;_;_;80/60;1,45;0,68;_;
414066;17C/34C;_;_;100/70;1,81;0,86;17C/34 C 414065;
414067;7A/24C;_;_;100/70;1,91;0,39;_;
414390;60R2/96CD;0,647;0,543;5;_;_;_;
414517;95GY/143SRD;_;_;5;_;_;Keine Zus. gefunden;
414803;205CE/126CFD;1,408;1,63;5;_;_;Nur Innenseite prüfen;
414805;70R2/96CD;0,835;0,543;5;_;_;_;
415530;DIA108/1-DIA82/1;0,136;0,252;5;_;_;prüfen nur montierter Oberteil mit Hilfe Unterteil+Prüfflansch;
415885;70ED/120CD;0,633;0,682;5;_;_;70 ED/120 CD 431697;
416501;52R2/78CD;0,445;0,439;5;_;_;_;
416908;101CHY/154CE;1,96;1,68;5;_;_;_;
416910;DIA54/3–93CD;0,571;0,5;5;_;_;_;
416912;37R1/62C;0,211;0,291;5;_;_;_;
417295;70R2/104CD;0,84;0,585;5;_;_;_;
417298;42R2/68CD;_;_;100/70;0,25;0,23;42 R2/68 CD 540576;
417301;24R1/54C;_;_;100/70;1,25;0,65;_;
417407;105R1/159SRD;1,785;0,65;5;_;_;Ersatz für VE 1537;
418263;136CD-DIA88/2;0,78;0,75;5;_;_;136 CD/ 79 R1 083729;
418295;DIA118/1-DIA87/1;0,434;0,627;5;_;_;Behelfsmäßige Prüfung möglich;
418394;105R1/159SRD;1,785;0,488;5;_;_;105 R1/159 SRD 417407;
418671;70RLX/106CD;0,731;0,609;5;_;_;_;
418672;42RLX/68CD;0,271;0,37;5;_;_;_;
418804;41CI/29CD(O);0,086;0,078;5;_;_;_;
419220;DIA44/1–DIA44/1;0,217;0,217;5;_;_;_;
419221;40C/29U;0,094;0,079;5;_;_;35CU/19CU 496038;
419894;42R2/77CD;0,299;0,381;5;_;_;42 R2/77 CD 546927;
419980;101HY/179SRE;2,061;1,233;5;_;_;_;
419981;73FY/142SRE;0,99;0,76;5;_;_;_;
420204;DIA115/1-70R1;0,836;0,302;5;_;_;Nur Innenprüfung möglich;
420274;42RLO/93SRD;0,274;0,204;5;_;_;42 RLO/78 SRD 412130;
420275;42RLO/78SRD;0,271;0,176;5;_;_;42 RLO/78 SRD 412130;
420420;24R1/54C;_;_;100/70;1,25;0,65;24 R1/54 C 417301;
420531;79R2/128CE;0,975;1,065;5;_;_;79 R2/128 CE 527676;
420534;70R2/96CD;0,836;0,544;5;_;_;_;
420747;17C/34C;_;_;50/30;2,6;1,24;_;
420769;37RLX/68C;0,181;0,293;5;_;_;_;
420770;37DX/73SRD;0,181;0,175;5;_;_;_;
420916;37R/68C;_;_;100/70;0,48;0,43;_;
421166;42R2/77CD;_;_;35/25;0,35;0,19;42 R2/77 CD 421166;
421167;301/54C;_;_;100/70;0,71;0,48;30 R/54 C;
421168;17C/34C;_;_;100/70;1,79;0,84;_;
421172;DIA46/2-DIA76/1;0,321;0,416;5;_;_;42 R/82 C 055581;
421175;DIA22/1–DIA38/1;_;_;50/30;2,6;1,24;_;
421179;DIA17/1-DIA34,5/1;_;_;50/30;2,6;1,24;17 C/34 C 424226;
421179;17C/34C;_;_;50/30;2,6;1,24;17C/34 C 424226;
421268;42R2/77CD;0,3;0,382;5;_;_;_;
421269;30R1/54C1;_;_;60/40;0,72;0,57;30 R/54 C;
421317;82C/70ED;0,624;0,487;5;_;_;82 C/70 ED 424570;
421341;50C/48CDD;0,136;0,268;5;_;_;_;
421593;52R2/78CD;0,445;0,439;5;_;_;52 R2/78 CD 092898;
421910;164CE/100CFD;1,385;1,803;5;_;_;_;
422103;42ED/68CD;0,273;0,37;5;_;_;42 RLX/68 CD 418672;
422278;17C/34C;_;_;100/70;1,81;0,86;_;
422399;DIA199/2-DIA149/2;1,414;2,153;5;_;_;Nur Innenseite prüfen;
422515;42DX/78CD;0,222;0,208;5;_;_;_;
422632;DIA108/1-DIA82/1;0,137;_;5;_;_;DIA108/1 - DIA82/1 415530;
422721;42R2/68CD;0,34;0,376;5;_;_;_;
422731;101CHY/154CE;1,96;1,68;5;_;_;101 CHY/154 E 570048;
422732;80CGY/128CE;1,138;1,065;5;_;_;_;
422733;52R/85CD;0,445;0,463;5;_;_;_;
